,urls,address,price_per_month,price_per_week,let_available_date,deposit,min_tenancy,furnish_type,let_type,house_type,bedrooms,bathrooms,description,dimensions_sq_m
1072,https://www.rightmove.co.uk/properties/142673768#/?channel=RES_LET,"Willows Court, 7 Endymion Road, London, N4",2150,496,15/03/2024,2149.0,Ask agent,Unfurnished,Long term,Apartment,1.0,1.0,"Set on the first floor of a handsome Victorian building this immaculate interior designed apartment is finished to an extremely high standard throughout.

Located directly opposite Finsbury Park, and moments from Harringay retail park and the many independent restaurants and coffee shops on Harringay Green Lanes and Stroud Green Road.

Transport links from the property are excellent, with Harringay Green Lanes Overground just a 3-minute walk away and Manor House station (Piccadilly Line) an 8-minute walk away. A 10-minute walk takes you to Harringay Rail Station which provides frequent Thameslink services to Kings Cross, Old Street and Moorgate. Alternatively, a stroll through park takes you to the Victoria Line and National Rail services from Finsbury Park Station. Bus routes are also conveniently located nearby with frequent services to Waterloo, Tottenham Court Road, Stoke Newington and Crouch End.

For the outdoor enthusiast there are a number of sporting options nearby with Finsbury Park and Clissold Park offering wonderful spaces.


Please contact the lettings department at Winkworth Harringay to arrange an appointment to view.

Winkworth.co.uk

Your local independently owned property agency with a network of 61 London offices.

Est 1835",
1073,https://www.rightmove.co.uk/properties/145409588#/?channel=RES_LET,"Lessingham Avenue, Tooting",3000,692,07/05/2024,3461.0,Ask agent,"Furnished or unfurnished, landlord is flexible",Long term,Terraced,3.0,2.0,"**IF YOU WISH TO ENQUIRE ON THIS PROPERTY THEN PLEASE SEND IN AN EMAIL ENQUIRY THROUGH THE PORTAL**
A wonderful and highly sough-after 3 bedroom terraced house in Tooting. The house has a lovely layout with 3 generous double bedrooms, all of which have ample Work from Home space. There is a good sized living room which leads into the kitchen/diner and there is a lovely private garden and along with 2 bathrooms. The house comes furnished and is located in the Wandsworth Borough which has the cheapest council tax rates.",
1074,https://www.rightmove.co.uk/properties/145409585#/?channel=RES_LET,"Rymer Street, Herne Hill",1600,369,01/05/2024,1846.0,Ask agent,Unfurnished,Long term,Flat,1.0,1.0,"**IF YOU WISH TO ENQUIRE ON THIS PROPERTY PLEASE SEND IN AN EMAIL ENQUIRY THROUGH THE PORTAL**
This elegant one bedroom flat overlooks the beautiful Brockwell Park. The flat itself is finished to a high standard with light wooden flooring throughout and modern spotlights throughout. There is a good sized bedroom, a slick bathroom and a stylish open-plan living room/kitchen space which has been fitted with essential white goods. The flat offers a beautiful view over Brockwell Park",
1075,https://www.rightmove.co.uk/properties/145409582#/?channel=RES_LET,"Monkton Road, Welling, DA16 3JU",1650,381,Ask agent,1903.0,Ask agent,"Furnished or unfurnished, landlord is flexible",Long term,End of Terrace,2.0,1.0,"Please quote KMO0840 on all enquiries. 
A spacious two bedroom end-of-terrace house on the corner of Monkton Road, Welling. 
Unfurnished and available from the end of March 2024.",
1076,https://www.rightmove.co.uk/properties/145357787#/?channel=RES_LET,"Cannon Street Road, London, E1",1645,380,01/04/2024,1898.0,Ask agent,Furnished,Long term,Flat,1.0,1.0,"Property Reference: 2007157.

We have a modern one bed apartment located within a purpose built residential building, the apartment is a short walk from convenient transport links with the City and Canary Wharf and with Shoreditch and Brick Lane only a short walk away, this apartment is perfect for young working professionals, students or couples.   



- Rent Amount: £1,645.00 per month (£379.62 per week)
- Deposit / Bond: £1,898.07
- 1 Bedrooms
- 1 Bathrooms
- Property comes furnished
- Available to move in from 01 April, 2024
- Minimum tenancy term is 6 months
- Maximum number of tenants is 2
- Students welcome to enquire
- Pets considered / by arrangement
- Smokers considered
- Family Friendly
- Bills not included
- No Parking Available
- No Garden Access
- EPC Rating: B




You will be charged any admin fees.


** Contact today to book a viewing and have the landlord show you round! **
Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",
1077,https://www.rightmove.co.uk/properties/144494672#/?channel=RES_LET,"Mawney Road, Romford, RM7",900,208,Now,415.0,Ask agent,Furnished,Long term,House Share,1.0,1.0,"Property Reference: 1969380.

Room for 1 Person
We are looking for a lodger for a Double Bedroom (single occupancy) in my house. Me & my partner are working professionals. The double bedroom has a shared shower in a newly built comfortable room which is less than 30mins access to central London by public transport. There is a kitchen to use and you can access the Garden area.

Only a 15-minute walk to Romford Station, or 5 minutes by bus (Bus No. 252) and the bus stop is less than a minute away from home. Hop on a train, and in just 30 minutes, you'll find yourself in the heart of Central London.

Tesco, Aldi supermarket, Home Bargains, Costa and a few eating outlets are a 4-minute walk away. Shopaholics rejoice! The Brewery Shopping Mall is just an 11-minute stroll away.



-15-minute walk to Romford Station (Elizabeth Line), Romford Town Centre and 5-7 minutes by Bus
-15 minutes walk to the nearest gym
-All Bills included in fixed room rent (worth over £200 which are Council Tax, Wi-Fi, Water, Electricity, and Gas)
-Huge windows for abundant daylight
-Friendly professional housemates



- Rent Amount: £900.00 per month (£207.69 per week)
- Deposit / Bond: £415.38
- 1 Bedrooms
- 1 Bathrooms
- Property comes furnished
- Available to move in from 04 March, 2024
- Minimum tenancy term is 1 months
- Maximum number of tenants is 1
- Students welcome to enquire
- No Pets, sorry
- Smokers considered
- Not Suitable for Families / Children
-
- Property has parking
- Property has garden access
- EPC Rating: EPC Not Required (Shared Accommodation)




You will be charged any admin fees.


** Contact today to book a viewing and have the landlord show you round! **
Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",
1078,https://www.rightmove.co.uk/properties/145409576#/?channel=RES_LET,"Lewin Road, London, SW16",1650,381,Now,1904.0,12 months,Furnished,Long term,Flat,1.0,1.0,"A charming one-bedroom split-level flat located in the desirable area of Streatham located moments from Streatham Common. This furnished flat offers comfortable living spaces with a separate kitchen, a modern bathroom, and wooden floors in the lounge.

As you enter the flat, you are greeted by the cosy living area, perfect for relaxing or entertaining guests. The separate kitchen is fully equipped with appliances, providing ample space for cooking.

The bedroom is located on the upper level, offering privacy and tranquillity. It features plenty of natural light overlooking the south-facing garden and provides ample storage space.

One of the highlights of this property is the spaciousness split over two levels ideal for a single occupant wishing to have a separate office space.

Outside, you will find a lovely garden where you can enjoy unwinding after a long day.
Situated in Streatham, this flat benefits from excellent transport links, with nearby bus stops and train stations providing easy access to central London and surrounding areas. The area also boasts a range of amenities, including shops, restaurants, and parks, ensuring convenience and leisure are always within reach.

Don't miss out on the opportunity to make this wonderful flat your new home. Contact us today to arrange a viewing!",57.0
1079,https://www.rightmove.co.uk/properties/144467588#/?channel=RES_LET,"Belgrave Road, Barnes, London, SW13",8500,1962,Now,,Ask agent,Unfurnished,Long term,Semi-Detached,5.0,3.0,"Located in a quiet cul de sac overlooking the Harrodian School playing fields this superb five bedroom house is close to both the River and Barnes Village.
Beautifully presented with large garden, and a separate studio at rear.
The interior is of the very highest quality with many outstanding features including a separate studio suite with shower room at the foot of the garden. The large hallway has a tiled floor with underfloor heating and elegant reception to one side.
The focus of the house is a large kitchen/family room with oak floor which overlooks the rear garden. Ground floor cloakroom.
The house has master bedroom with en suite bathroom and three further double bedrooms and one single, two further bathrooms (one en suite) and a laundry room. Driveway parking.
Available unfurnished now. Pets Allowed.
Long term rental min 12 months
Deposit is 5 weeks rent = £9807.69
Holding Deposit is 1 week's rent £1961.53",
1080,https://www.rightmove.co.uk/properties/144748064#/?channel=RES_LET,"Saltram Crescent, London, W9",3500,808,Now,,Ask agent,Furnished,Short term,Flat,2.0,1.0,"Property Reference: 1956055.

SHORT LET ONLY - 1 WEEK MINIMUM, 3 MONTH MAXIMUM STAY, FULLY FURNISHED, ALL BILLS INCLUDED, INCLUDING WIFI


Fully furnished
Private access to roof terrace (sole use for this apartment)
Essentials, linens, towels, and WiFi are provided as are all utilities



This beautiful, modern, fully furnished property is in superb condition throughout offering bright, spacious accommodation arranged over two floors, with south facing private roof terrace. Just 5 minutes' walk from Queens Park tube and overground station and the trendy shops, cafes and bars on Salusbury Road. There is on street parking available for residents and metered parking for non residents. This apartment is fully furnished. 


LIVING & DINING ROOM:






- Rent Amount: £3,500.00 per month (£807.69 per week)
- Deposit / Bond: £0.00
- 2 Bedrooms
- 1 Bathrooms
- Property comes furnished
- Available to move in from 04 March, 2024
- Minimum tenancy term is 1 months
- Maximum number of tenants is 4
- No Students
- No Pets, sorry
- No Smokers
- Family Friendly
-
- No Parking Available
- Property has garden access
- EPC Rating: C




You will be charged any admin fees.


** Contact today to book a viewing and have the landlord show you round! **
Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",
1081,https://www.rightmove.co.uk/properties/145409570#/?channel=RES_LET,"206 Upper Richmond Road, London, Greater London, SW15",1250,288,16/03/2024,,Ask agent,Furnished,Long term,Flat Share,1.0,1.0,"En-Suite Double Room to rent in Putney.

Rent is £1,250 per month excluding bills

**ZERO DEPOSIT OPTION AVAILABLE**

Two bedroom top floor apartment to share- exudes style situated in the trendy neighborhood of Putney.

The upper level comprises of a separate kitchen and lounge and the banister leads downstairs to 2 double bedrooms each with their own bathrooms.

Benefits include being a stones throw from Putney station and fantastic views with its high vantage point!

Sorry No Couples.

Available from the 16th of March 2024.

EPC rating D

Call Choices to arrange a viewing!


MATERIAL INFORMATION:
Rent Amount: £1,250.00 per month
Holding Deposit Amount: £288.00
Security Deposit Amount (if chosen): £1,442.00
Length of Initial Tenancy: 12 months (subject to negotiation)
Council Tax Band: BAND D £38 per room monthly",
1082,https://www.rightmove.co.uk/properties/145409429#/?channel=RES_LET,"Engadine Close, Croydon",1600,369,Now,,Ask agent,Furnished,Long term,Maisonette,2.0,,"Please quote reference 47820 when enquiring about this property

The excellent Transport links of East Croydon Station are a short walk away, offering train links to Central London and Gatwick airport in under 20 minutes. Close proximity to local transport including bus stops (4 minutes) and tram stops (5 minutes). Beautiful communal gardens and with close proximity to local parks creates a peaceful and quiet living environment. Please no students, smokers, benefits claimants or pets.",
1083,https://www.rightmove.co.uk/properties/145409423#/?channel=RES_LET,"Eden Grove, Holloway",2550,588,10/03/2024,,Ask agent,Furnished,Long term,Flat,2.0,,"Please quote reference 42015 when enquiring about this property

This flat situated on this sought after development, comprises an open plan reception with kitchen, two double bedrooms and two luxury bathrooms (one en-suite). The apartment benefits from a free on-site Gym and 24 hours concierge. The flat further offers spacious and bright living. The property is well located for all local amenities and transport links of Holloway Road with easy access to the City and West End.
Property available 10/03/2024",
1084,https://www.rightmove.co.uk/properties/145409396#/?channel=RES_LET,"Duckman Towers, London, Lincoln Plaza, South Quay, E14",2800,646,15/03/2024,,12 months,Furnished,,Apartment,2.0,2.0,"Waterfronts are pleased to be presenting this outstanding opportunity to rent this luxuriously modern two bedroom apartment, set in the heart of the bustling canary wharf area, in the the Duckman Towers block of the Prestigious Lincoln Plaza.

Finished to an exceptional standard, providing spacious living space, as well as spectacular views across the London skyline, this property is ideal for any commuter looking for easy cosmopolitan living.

Expertly located within walking distance to public transport links such as TFL rail, DLR and London City Airport, this property provides the perfect lifestyle for the conventional City Worker.

As well as an outstanding roof terrace, the development also provides a rooftop gym, only available for residential use. The development also offers a 24 hour concierge for your convenience.

Please contact our team to arrange a viewing for this luxurious property and to avoid missing out!",
1085,https://www.rightmove.co.uk/properties/145409342#/?channel=RES_LET,"Western Gateway, London, E16",2200,508,03/05/2024,2538.0,Ask agent,Ask agent,Long term,Apartment,1.0,1.0,"Property Reference Number: 563295.
Welcome to this stunning 1 bedroom apartment located in the highly sought-after area of Western Gateway, London, E16. This luxurious property boasts modern design and high-end finishes, making it the perfect choice for those seeking a stylish and comfortable living space. The apartment features 1 spacious bedroom, 1 sleek bathroom, and an open plan reception/kitchen area, perfect for entertaining guests. With its prime location and top-notch amenities, this property is a must-see for anyone looking for a 1 bedroom rental in London.",
1086,https://www.rightmove.co.uk/properties/145409255#/?channel=RES_LET,"Astral House, London, E1",2200,508,Now,2200.0,Ask agent,Furnished,Long term,Flat,1.0,1.0,"Property Reference: 2009473.

We are proud to offer this delightful large 1 bedroom, 1 bathroom flat in a great location.  Benefiting from a separate kitchen.  Minutes from Liverpool street station - serving underground, mainline, local and Crossrail trains.  Walking distance to the lively nightlife of Shoreditch.  Electric central heating controlled via Google Nest Controller - allows full control from mobile phone app.

Available to move in from 5 March 2024. Property is offered furnished.  that the Settee shown in the pictures has been replaced by an elegant Ikea Friheten Sofa bed with storage.

Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing!



Large flat 647 sq ft
Separate Kitchen
Centrally Located
Lift


Rent £2200.00 per month (£507.69 per week)Deposit / Bond is £ 2200.00

Minimum tenancy is 6 months
Maximum number of tenants is 2




- Rent Amount: £2,200.00 per month (£507.69 per week)
- Deposit / Bond: £2,200.00
- 1 Bedrooms
- 1 Bathrooms
- Property comes furnished
- Available to move in from 05 March, 2024
- Minimum tenancy term is 6 months
- Maximum number of tenants is 3
- Students welcome to enquire
- No Pets, sorry
- No Smokers
- Family Friendly
- Bills not included
- No Parking Available
- No Garden Access
- EPC Rating: D




You will be charged any admin fees.


** Contact today to book a viewing and have the landlord show you round! **
Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",
1087,https://www.rightmove.co.uk/properties/145409216#/?channel=RES_LET,"Whitehorse Road, Thornton Heath, CR7",3000,692,Now,3000.0,Ask agent,Furnished,Long term,Flat,1.0,1.0,"Property Reference: 1977301.

We are proud to offer this newly refurbished one bedroom flat in Thornton health, fully furnished with all bills included for shortlet.

The property is a 2 mins walk to the high street with easy access to shops and buses.

The bus stop is just outside the property, an ideal choice for those that commute by bus. Thornton health station as well as the premier league team (Crystal Palace stadium) are 9 minutes walk from your door.


- Rent Amount: £3,000.00 per month (£692.31 per week)
- Deposit / Bond: £3,000.00
- 1 Bedrooms
- 1 Bathrooms
- Property comes furnished
- Available to move in from 05 March, 2024
- Minimum tenancy term is 1 months
- Maximum number of tenants is 2
- DSS enquiries welcome
- Students welcome to enquire
- Pets considered / by arrangement
- Smokers considered
- Family Friendly
-
- No Parking Available
- Property has garden access
- EPC Rating: D




You will be charged any admin fees.


** Contact today to book a viewing and have the landlord show you round! **
Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",
1088,https://www.rightmove.co.uk/properties/145092590#/?channel=RES_LET,"Roach Road, London, E3",3249,750,15/04/2024,3749.0,Ask agent,Furnished,Long term,Flat,3.0,2.0,"Property Reference: 1999485.

available from 15 april 2024 (it cannot be sooner)





















- Rent Amount: £3,249.00 per month (£749.77 per week)
- Deposit / Bond: £3,748.84
- 3 Bedrooms
- 2 Bathrooms
- Property comes furnished
- Available to move in from 15 April, 2024
- Minimum tenancy term is 6 months
- Maximum number of tenants is 4
- Students welcome to enquire
- No Pets, sorry
- Smokers considered
- Family Friendly
- Bills not included
- Property has parking
- Property has garden access
- EPC Rating: B




You will be charged any admin fees.


** Contact today to book a viewing and have the landlord show you round! **
Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",
1089,https://www.rightmove.co.uk/properties/145408802#/?channel=RES_LET,"Hillingdon Road, Uxbridge",1500,346,16/03/2024,1730.0,Ask agent,"Furnished or unfurnished, landlord is flexible",Long term,Apartment,2.0,1.0,"A newly refurbished, two bedroom, ground floor conversion situated in this grade listed building and located in a prime area providing easy access to Uxbridge Town centre and Brunel University.

Desciption - A newly refurbished, two bedroom, ground floor conversion situated in this grade listed building and located in a prime area providing easy access to Uxbridge Town centre and Brunel University. This property offers its own private entrance and private garden, two bedrooms and an open plan reception with a fitted kitchen. Off street parking and a tiled luxury bathroom. Presented to the market furnished/unfurnished and available NOW. A property not to be missed.",
1090,https://www.rightmove.co.uk/properties/145408769#/?channel=RES_LET,Wembley,1900,438,02/04/2024,2192.0,Ask agent,Part furnished,Long term,Flat,1.0,1.0,"This impeccably crafted 1-bedroom apartment exudes perfection. Enjoy the advantages of residing in this residence, featuring a 12-hour concierge and security service, a state-of-the-art gym, and dedicated superfast broadband via fiber optics. The immaculate interior of this one-bedroom flat boasts ample space, a charming balcony, and captivating views. The open-plan kitchen is equipped with modern amenities, including a fridge-freezer, washing machine, and dishwasher. This property is an undeniable must-see!

Deposit - £2192.31 (5 Weeks) or zero deposit option
Council Tax Band C
EPC Rating B

This property is available with a Deposit Free option which means that instead of paying a traditional five weeks security deposit, you pay a fee of one weeks rent + VAT (subject to a minimum of £120 + VAT) to become a member of a deposit free renting scheme which significantly reduces the up-front costs. This fee is non-refundable and is not a deposit so cannot be used towards covering the cost of any future damage.",
1091,https://www.rightmove.co.uk/properties/145408709#/?channel=RES_LET,"Merchant Square East, Hyde Park",7193,1660,Now,,Ask agent,Furnished,Long term,Apartment,3.0,2.0,"A stunning interior designed apartment, set within the heart of the Paddington Basin.
The apartment is situated on the eighth floor of this prestigious building which features 24 hour concierge, lift service, and secure underground parking. The stunning apartment comprises a beautiful reception room with superb views, a superb modern fitted open plan kitchen, three bedrooms, two bathrooms and ample storage space. The apartment offers easy access to superb transport links such as Paddington Train Station (Bakerloo, Hammersmith & City, Circle, District lines and Heathrow) Edgware Road (Circle, District and Bakerloo lines).",
1092,https://www.rightmove.co.uk/properties/145408682#/?channel=RES_LET,"Amelia House, Lyell Street, London, E14",2947,680,10/03/2024,3400.0,Ask agent,Furnished,Long term,Apartment,2.0,2.0,"Corner apartment with amazing views over London City Island. This 15th Floor 2-bedroom, 2-bathroom apartment is available now. Must See Apartment avaialbe NOW

The apartment is fully furnished with stylish contemporary furnishings. The kitchen Island gives finishes off the open plan living. Stylish wooden flooring throughout, two double bedrooms with built in storage, an ensuit to the master, main family sized bathroom. Apartments within the development are finished to a superb standard.

All the Islands residents are members of the exclusive City Island Social club, with membership comes access to a range of stylishly designed private facilities. These include, a clubhouse, concierge, a grocer’s shop, gymnasium, spa & treatment rooms, a screening room, pools and gardens. Travel options are bountiful with the DLR, Jubilee Line and local bus routes all within reach.",
1093,https://www.rightmove.co.uk/properties/144988226#/?channel=RES_LET,"Eaton Place, Belgravia, SW1X",8996,2076,Ask agent,12456.0,Ask agent,Furnished,Long term,Flat,3.0,3.0,"The apartment is arranged over the ground and lower ground floors with a private courtyard. The gross internal area is 1334sqft / 124 sq meters.

The raised ground floor comprises of a reception room overlooking Eaton Place, a separate kitchen, a principal bedroom with en suite and built-in storage, a second double bedroom with storage and french doors with access to a terrace, W/C, and shower. The lower ground level at the rear of the building comprises a spacious principal bedroom with an en suite and kitchenette. There are french doors off this room leading to a large private courtyard which has sole private use of the flat.",
1094,https://www.rightmove.co.uk/properties/145408652#/?channel=RES_LET,"Modena House, Lyell Street, London, E14",1863,430,01/05/2024,2150.0,Ask agent,Furnished,Long term,Apartment,,,"19th Floor studio apartment Modena House, London City Island with private balcony. Available 1st May 2024.

The accommodation comprises of a modern fitted kitchen with integrated appliances, open-plan living area with floor-to-ceiling windows, sleeping area with fitted wardrobe and bathroom.

City Walk is located a short distance (10mins walk) from Canning Town Underground and DLR station. Canary Wharf is commutable in just 3mins from Canning Town Stations via Jubilee Line.

Every resident becomes a member of the exclusive City Island Arts Club. Membership provides access to a range of luxury amenities, including a thoughtfully curated clubhouse with 24/7 concierge, high spec leisure facilities with a pool and spa as well as the authentic-Italian grocer’s shop.",
1095,https://www.rightmove.co.uk/properties/145116059#/?channel=RES_LET,"Rectory Road, Stoke Newington",3000,692,16/03/2024,,Ask agent,Unfurnished,Long term,House,3.0,2.0,"Stunning three bedroom, two bathroom modern house in a quiet location moments from all local amenities.
Tucked away in a gated mews, this superb property is arranged over two floors comprising on the ground floor a wide entrance hall, with guest cloakroom; smart kitchen with integrated appliances; and a generous L-shaped reception room. There is a patio garden to the rear. The first floor boasts a family bathroom and three beautiful double bedrooms. Church Street and the High Street's varied array of eateries, independent shops, pubs and coffee bars are just a few steps away. There are excellent transport links to The City and West End with numerous good bus routes and trains from Rectory Road Station (Overground), literally just across the road.
Unfurnished.

Due to the high volume of interest, please email to avoid disappointment.",
1096,https://www.rightmove.co.uk/properties/145408469#/?channel=RES_LET,"Parkfield Road, Feltham, TW13",1200,277,14/03/2024,1200.0,Ask agent,Furnished,Long term,Flat,1.0,1.0,"Property Reference: 2009376.

We are proud to offer this delightful 1 bedroom, 1 bathroom separate kitchen studio flat in a great location. with Partly Bills included = (Gas , Water , council tax). A beautifully designed new build extension , highly demand Parkfield Road . Comprising large double bedroom, luxury bathroom suite, separate kitchen and fully integrated appliances and full house tiles floor throughout. Close walking distance to transport links, shops, restaurants/takeaways and green spaces. Parking space available on street.

Minimum tenancy is 12 months
Maximum number of tenants is 2

Available to move in 15th March.

Viewing highly recommended. Contact today for more details or to arrange a viewing!





- Rent Amount: £1,200.00 per month (£276.92 per week)
- Deposit / Bond: £1,200.00
- 1 Bedrooms
- 1 Bathrooms
- Property comes furnished
- Available to move in from 14 March, 2024
- Minimum tenancy term is 12 months
- Maximum number of tenants is 2
- Students welcome to enquire
- No Pets, sorry
- No Smokers
- Family Friendly
-
- Property has parking
- No Garden Access
- EPC Rating: EPC Not Required (Standalone Building less than 50 square metres being rented)




You will be charged any admin fees.


** Contact today to book a viewing and have the landlord show you round! **
Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",
1097,https://www.rightmove.co.uk/properties/145408472#/?channel=RES_LET,"Damian Court, Whitechapel - London, E1",2700,623,30/03/2024,3115.0,Ask agent,Furnished,Long term,Flat,3.0,1.0,"Property Reference: 1984446.

Available from 30th March 2020
Three double bedrooms, kitchen lounge and bathroom.
It is fully furnished, and has recently been reconditioned and redecorated.
This an attractive 2nd floor property at the end of the balcony and it overlooks the park opposite. It is on a quiet, one way road which is only used by residents of the street. The building is purpose built and well maintained inside.
It is about equal distance (10/15) mins walk from either Whitechapel tube (District and Elizabeth line) or Aldgate East (zone 1 Circle and District line). 
In the local area are many options of shops, take out food, restaurants, a street market and many other London amenities. 
It has a HMO licence so is appropriate for three ‘sharers’, Council tax rating B, gas central heating. 
I can try to arrange a viewing this week.


- Rent Amount: £2,700.00 per month (£623.08 per week)
- Deposit / Bond: £3,115.38
- 3 Bedrooms
- 1 Bathrooms
- Property comes furnished
- Available to move in from 30 March, 2024
- Minimum tenancy term is 6 months
- Maximum number of tenants is 3
- Students welcome to enquire
- No Pets, sorry
- Smokers considered
- Not Suitable for Families / Children
- Bills not included
- No Parking Available
- No Garden Access
- EPC Rating: C




You will be charged any admin fees.


** Contact today to book a viewing and have the landlord show you round! **
Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",
1098,https://www.rightmove.co.uk/properties/145408460#/?channel=RES_LET,"St Augustineave, London, W5",850,196,Now,850.0,Ask agent,Furnished,Long term,House Share,1.0,1.0,"Property Reference: 1994444.

A very clean central automated heating cosy bed room with own kitchen and bath/shower room shared with one person ,, currently ,occupied until the 1 march 24,, but can be viewed  as soon as ,,,the property boast its own facilities shared with one other VERY clean quiet person ,, so all that is needed is A nice quiet tidy person to replace the quiet person who is to move on ,,they, the old occupier can provide references if necessary,,so a working or studying person would suit   this room based in ealing close to all amenities ,travel and more ,ie shopping ,entertainment ,, wifi is supplied via fibre broad  band ,,


- Rent Amount: £850.00 per month (£196.15 per week)
- Deposit / Bond: £850.00
- 1 Bedrooms
- 1 Bathrooms
- Property comes furnished
- Available to move in from 05 March, 2024
- Minimum tenancy term is 6 months
- Maximum number of tenants is 1
- Students welcome to enquire
- No Pets, sorry
- No Smokers
- Not Suitable for Families / Children
-
- No Parking Available
- Property has garden access
- EPC Rating: EPC Not Required (Shared Accommodation)




You will be charged any admin fees.


** Contact today to book a viewing and have the landlord show you round! **
Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",
1099,https://www.rightmove.co.uk/properties/145408448#/?channel=RES_LET,"Dames Road, London, E7",2050,473,03/05/2024,2050.0,Ask agent,"Furnished or unfurnished, landlord is flexible",Long term,Flat,2.0,1.0,"Property Reference: 2008858.

This recently renovated 2-bedroom flat, adorned in warm earthy tones throughout, offers a sanctuary of comfort and style, complemented by the additional space of a garden home studio. 
Just a mere 3 minutes from your doorstep lies the vast and verdant wonderland of Wanstead Flats. Whether it's a brisk morning jog or a leisurely evening stroll, this sprawling landscape provides an idyllic setting right at your fingertips. And when the urge to explore beyond arises, Forest Gate station is a mere half-mile stroll away, offering swift and direct access to the bustling City and West End via the modern Elizabeth line.

: The spacious bedrooms offer tranquil retreats, each adorned with solid wood floors and bathed in natural light.

: The main bedroom grants access to the patio and garden, offering a seamless transition between indoor and outdoor living, perfect for enjoying morning coffee or evening stargazing.

: The second bedroom features a built-in wardrobe, providing ample storage space while maximizing functionality.

: Indulge in luxury within the elegantly appointed bathroom, featuring a separate shower and bath, along with a soft water filter for a spa-like experience.

: The heart of the home boasts a chef's dream kitchen, equipped with top-of-the-line appliances including a Smeg gas hob, fridge freezer, dishwasher, washer dryer, pyrolytic oven, and a convenient filtered water tap, ensuring both style and functionality. The double-door larder, offers ample storage space as your pantry and organisational convenience.

: Enhancing practicality, 3 cupboards in the hallway offer plenty of storage space for your belongings, keeping the living areas clutter-free.

: Embrace outdoor living in your private oasis, perfect for al fresco dining, hanging out with friends, and spending tranquil time reading and gardening.

: Step outside to discover the enchanting garden home studio, offering a fully-powered and insulated space for work or relaxation amidst the tranquillity of nature.


- Rent Amount: £2,050.00 per month (£473.08 per week)
- Deposit / Bond: £2,050.00
- 2 Bedrooms
- 1 Bathrooms
- Property comes furnished or unfurnished (tenant can decide)
- Available to move in from 03 May, 2024
- Minimum tenancy term is 12 months
- Maximum number of tenants is 2
- Students welcome to enquire
- No Pets, sorry
- No Smokers
- Family Friendly
- Bills not included
- Property has parking
- Property has garden access
- EPC Rating: D




You will be charged any admin fees.


** Contact today to book a viewing and have the landlord show you round! **
Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",
1100,https://www.rightmove.co.uk/properties/145408409#/?channel=RES_LET,"Ramsey Close, London, NW9",725,167,Now,725.0,Ask agent,Furnished,Long term,House Share,1.0,2.0,"Property Reference: 1967734.

We are proud to offer this delightful double room in a 3 bedroom, 2 bathroom shared house in a great location.

Available to move in from 5 March 2024, this property benefits from a modern fitted kitchen and dining area, and garden access. Property is offered furnished and bills inclusive.

Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing!


- Rent Amount: £725.00 per month (£167.31 per week)
- Deposit / Bond: £725.00
- 3 Bedrooms
- 2 Bathrooms
- Property comes furnished
- Available to move in from 05 March, 2024
- Minimum tenancy term is 6 months
- Maximum number of tenants is 3
- No Students
- No Pets, sorry
- No Smokers
- Not Suitable for Families / Children
-
- No Parking Available
- Property has garden access
- EPC Rating: EPC Not Required (Shared Accommodation)




You will be charged any admin fees.


** Contact today to book a viewing and have the landlord show you round! **
Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",
1101,https://www.rightmove.co.uk/properties/145298822#/?channel=RES_LET,"Skyline Plaza Building, London, E1",1900,438,Now,,Ask agent,Furnished,Long term,Flat,1.0,1.0,"Property Reference: 1923438.

Prestigious Development
Spacious open-plan living area
One bedroom










- Rent Amount: £1,900.00 per month (£438.46 per week)
- Deposit / Bond: £0.00
- 1 Bedrooms
- 1 Bathrooms
- Property comes furnished
- Available to move in from 04 March, 2024
- Minimum tenancy term is 12 months
- Maximum number of tenants is 2
- Students welcome to enquire
- No Pets, sorry
- No Smokers
- Family Friendly
- Bills not included
- No Parking Available
- Property has garden access
- EPC Rating: C




You will be charged any admin fees.


** Contact today to book a viewing and have the landlord show you round! **
Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",
