,address,price_per_month,price_per_week,let_available_date,deposit,min_tenancy,furnish_type,let_type,house_type,bedrooms,bathrooms,dimensions,description
https://www.rightmove.co.uk/properties/143511128#/?channel=RES_LET,"Chesham Street, London","£20,150 pcm","£4,650 pw",Ask agent,"£27,900",Ask agent,Furnished,Long term,Flat,3,3,Ask agent,"Stunning 3 bedroom duplex apartment which has been fully redeveloped to a high standard.

A majority of this apartments front windows have an unobstructed southerly aspect down Eaton Place to Eaton Square. In addition the rear windows enjoy unobstructed northern light making for bright and spacious living space.

Chesham Street is one of the prestigious streets in Central London.

The excellent transport links of Victoria Station (National Rail, Victoria, District and Circle Lines) are 0.3 miles away.

Sloane Square Underground Station (District and Circle Lines) is 0.5 miles away.

A number of famous London landmarks, including Buckingham Palace and Hyde Park, are within a 0.5 mile radius.

Please call the lettings team on for more information."
https://www.rightmove.co.uk/properties/144649721#/?channel=RES_LET,"West End Lane, West Hampstead NW6","£2,643 pcm",£610 pw,Now,Ask agent,Ask agent,Ask agent,Long term,Flat,3,2,Ask agent,"Suitable for Sharers. A superb three double bedroom apartment located in the heart of West Hampstead. The property offers separate reception room, modern kitchen diner, three good size double bedrooms and 2x fully tiled bathrooms. Quick viewings are highly recommended so please contact our office for more information and to arrange a viewing."
https://www.rightmove.co.uk/properties/145406183#/?channel=RES_LET,Kingslawn Close Putney SW15,"£5,000 pcm","£1,154 pw",14/03/2024,"£5,769",Ask agent,Unfurnished,Long term,Terraced,4,3,Ask agent,"Nestled in a tranquil neighbourhood, this newly refurbished 4-bedroom house awaits, blending timeless elegance with modern charm. Its exterior showcases a harmonious mix of traditional and contemporary design.

Upon entry, a spacious foyer leads through to a study/bedroom and separate utility room. Follow the staircase upstairs and you're led into a bright open plan gourmet kitchen boasting sleek marble countertops and top-of-the-line appliances which seamlessly transition into an efficiently designed dining area with courtyard views. On the opposite side, a split level, east facing living room with wrap around windows welcomes you to soak in the sunlight whilst you unwind.

Upstairs, the main suite offers luxury with built in wardrobes and a beautifully designed ensuite bathroom. Two additional well sized bedrooms, and two further bathrooms.

Residents enjoy two parking spaces and a private tennis court accessible only by residents of the Close. In essence, this house embodies sophistication and comfort, offering an unmatched living experience amidst serene surroundings."
https://www.rightmove.co.uk/properties/145406165#/?channel=RES_LET,"Blenheim House, 180 Kings Road, SW3","£2,578 pcm",£595 pw,Now,"£2,975",12 months,Unfurnished,Long term,Flat,1,1,"406 sq ft
38 sq m","Situated on the most popular road in Chelsea, Kings Road, is this stunning first floor flat which has been renovated recently boasting high quality fit & finish and standard throughout.

Located within a short walk away from Sloane Square, transport links are of great asset for this location, frequent busses and trains (District & Circle lines).nnOur China Desk is here for you, if Chinese is your preferred language, please get in touch via WeChat ()"
https://www.rightmove.co.uk/properties/145406129#/?channel=RES_LET,"Haslemere Road, Crouch End N8","£2,340 pcm",£540 pw,04/05/2024,Ask agent,Ask agent,Unfurnished,Long term,Flat,2,1,Ask agent,"An exceptional and spacious two double bedroom flat with a large roof terrace to rent. The property is located in Central Crouch End within the catchment of Coleridge School.
The vitality of Crouch End gives its residents much to be proud of, whether stopping off for coffee at one of the many cafés or taking the dog for a walk in Alexandra Park. Food shopping and restaurant options abound, locals are never short of exotic dining options. Packed with attractive architecture, good schools, lively shopping streets and leafy surrounding parks, this pocket of Haringey borough is thriving, and shows no signs of declining in popularity. Offered unfurnished and available beginning of May"
https://www.rightmove.co.uk/properties/144623630#/?channel=RES_LET,"Greyhound Parade, Wimbledon Grounds, London, SW17","£3,000 pcm",£692 pw,06/04/2024,"£3,461",Ask agent,Unfurnished,Long term,Apartment,3,2,Ask agent,"Excellent three-bedroom, two-bathroom flat within Wimbledon Grounds, this prestigious new development next to the AFC Wimbledon Stadium. The apartments all have generous balconies, lift access, secure bike storage and landscaped communal gardens. Parking subject to an additional cost and availability.

Transport:
Haydons Road (to Blackfriars) 10 mins walk
Earlsfield (to Waterloo) 15/16 mins walk
Wimbledon Park (District Line) 20 mins walk
Tooting Broadway (Northern Line) 20 mins walk

Minimum term: 12 months
Local Authority: London Borough of Merton
Council Tax: Band E
Holding deposit is 1 weeks' rent: £692.30 (based on asking price)
Security deposit is 5 weeks' rent: £3,461.53 (based on asking price)

NB: Please note photographs may not relate to marketed apartment."
https://www.rightmove.co.uk/properties/144023138#/?channel=RES_LET,"28 ,Lumire Building, 23 Maud Street, London, E16","£1,750 pcm",£404 pw,15/04/2024,"£1,750",Ask agent,Ask agent,Long term,Flat,1,1,Ask agent,"*Stylish apartment in a great location* Rentigo are pleased to offer this sought after 1 bedroom apartment in just off barking road, E16. Private Balcony over looking the courtyard. Offered Fully furnished and includes an integrated sleek design Kitchen with Dish Washer, Washer Dryer & more. Spacious Lounge, 24 hour Concierge. This property is located just a short walk from Canning Town tube station, DLR and Bus services, transport links and approximately 2 miles from Canary Wharf."
https://www.rightmove.co.uk/properties/144407810#/?channel=RES_LET,"East Tower, Hoola, Royal Docks E16","£1,824 pcm",£421 pw,07/03/2024,"£2,107",Ask agent,Furnished,Long term,Studio,1,Ask agent,Ask Agent,"Stunning one bedroom luxury studio suite set within this brand new development in Royal Docks E16. The property offers a spacious open plan living room with fully integrated stylish kitchen, separate sleeping area, tiled flooring, floor to ceiling glazing, modern bathroom, wrap around balcony.

Residents benefit from 24-hour concierge, gymnasium and close transport links. There are amenities located nearby including restaurants, cafés and shops. The development is located near Royal Victoria DLR station, providing a valuable transport link for commutes towards Canary Wharf and the City.

Deposit: Equivalent to 5 weeks’ rent
Council: Newham London - Tax Band B
Client Money Protection (CMP) provided by: UKALA
The Property Ombudsman Scheme, Membership No: T02100 To check broadband and mobile phone coverage please visit Ofcom here ofcom.org.uk/phones-telecoms-and-internet/advice-for-consumers/advice/ofcom-checker"
https://www.rightmove.co.uk/properties/144695315#/?channel=RES_LET,Wandsworth Bridge Road London SW6,"£6,500 pcm","£1,500 pw",Now,Ask agent,Ask agent,Unfurnished,Long term,House,5,2,Ask agent,"Internally, a neutral warm colour pallet has been implemented with a few fun splashes.

On the ground floor, we have the double-volume reception room cascaded with light, offering a wood-burning fireplace, high ceilings and wooden flooring. Towards the rear is a large and practical eat-in kitchen fully equipped with new appliances, leading out to a meticulously kept idyllic garden. The ground floor also benefits from a WC.

On the first floor are three large bedrooms and a family bathroom with integrated LED lighting in the preserved coving.

On the second floor is a further bathroom with a large walk-in shower, a generous bedroom to the rear, and a further bedroom occupying the entirety of the third floor.

Spanning over 1800sqft, the house is ideal for a small family or couple

Holding Deposit: £1603 (1 week)*
Tenancy Deposit: £8015 (5 weeks)*
Council Tax Band: G
*The deposit amounts are approximate and will vary depending on the final rent agreed."
https://www.rightmove.co.uk/properties/145406048#/?channel=RES_LET,"Agar House, Goodluck Hope, London, E14","£2,297 pcm",£530 pw,17/05/2024,Ask agent,Ask agent,Furnished,Long term,Apartment,1,1,Ask agent,"Stylish one bedroom apartment overlooking the Orchard Dry Dock and River Thames located in Agar House, part of the exciting new Goodluck Hope development in E14. Comprising an open plan kitchen living area with concrete effect dining table, double bedroom with built in storage, stylish bathroom and private balcony, c.61 sq ft. This large property, c.543 sq ft, is ideally located in Argo, which benefits from being situated in the same building as the world class facilities.

Apartments at Goodluck Hope are a take on the classic warehouse aesthetic. The design of living spaces throughout reflects the durability of its raw natural material and carefully chosen features, include bespoke faucets in brass and sealed with Goodluck Hope maker's mark, highlighting the development's attention to the smallest detail. Residents facilities will include 'The 1595 Club' featuring The Steam House, The Work House, The Picture House, The Spice House and beautiful swimming pool overlooking the Thames."
https://www.rightmove.co.uk/properties/145406021#/?channel=RES_LET,"Woollaston Road, Harringay, London, N4","£2,400 pcm",£554 pw,09/03/2024,£0,Ask agent,Furnished,Long term,Flat,2,2,Ask agent,"Set on the first and second floors of this attractive period property and available to rent for the first time is this two double bedroom, two bathroom duplex apartment. Offred on a unfurnished basis, the apartment has been remodelled throughout by the current owners and features a fully fitted kitchen with direct access to a private, rear facing roof terrace, 27 foot reception room, double bedroom and main bathroom all on the first floor, The second floor features a master bedroom and second bathroom. Woollaston Road occupies a premier position on the Harringay Ladder and offers easy access to all the local amenities, including Harringay over ground station, Finsbury Park and all the restaurants and cafes of Green Lanes. Off road parking space for one car.
Available early March."
https://www.rightmove.co.uk/properties/145405994#/?channel=RES_LET,"Tapestry Way, London","£2,847 pcm",£657 pw,Ask agent,Ask agent,Ask agent,Ask agent,Long term,Flat,2,2,Ask agent,"Two bedroom two bathroom apartment within The Jacquard, The Silk District. With large sized bedrooms, two modern bathrooms suites and private balcony with London Skyline Views. Benefits from 24hour concierge, gym and cinema room

The development is surrounded by various restaurants, bars, and cafes. Is situated within the short distance of Whitechapel Station and within walking distance to the City allowing and easy commute for the working professional."
https://www.rightmove.co.uk/properties/145405997#/?channel=RES_LET,"Salmen Road, London","£1,699 pcm",£392 pw,Ask agent,Ask agent,Ask agent,"Furnished or unfurnished, landlord is flexible",Long term,Flat,1,1,Ask agent,"A brand new one bedroom property located on the first floor of The Plaiz. This property has a large open plan reception, kitchen with integrated appliances, a private balcony and comes furnished or unfurnished.

The Plaiz is situated a short walk away from Plaistow Station providing easy access to the City & Canary Wharf."
https://www.rightmove.co.uk/properties/145405991#/?channel=RES_LET,"New Crane Place, Wapping","£2,496 pcm",£576 pw,Ask agent,Ask agent,Ask agent,Unfurnished,Long term,Flat,2,2,Ask agent,"A spacious unfurnished two bedroom apartment in a sought after warehouse conversion development. The property has an open plan living space, and concierge.

New Crane Wharf is in the heart of Wapping, moments from an array of shops, bars and restaurants including the
popular
Il Bordello."
https://www.rightmove.co.uk/properties/145405916#/?channel=RES_LET,"Waterhouse Apartments, 3 Saffron Central Square, Croydon, CR0","£1,400 pcm",£323 pw,Now,"£1,615",12 months,Ask agent,Furnished,Apartment,1,1,Ask agent,"Desirably situated in the exclusive Saffron Square luxury development complex, this fantastic furnished one bedroomed residence boasts a stylish interior with a high-specification finish and contemporary appeal. Further benefiting from a private terrace, concierge, on site Tescos and exclusive leisure facilities. No parking available. This property is available immediately."
https://www.rightmove.co.uk/properties/145405898#/?channel=RES_LET,"Stuart Avenue, London, NW9","£1,400 pcm",£323 pw,23/03/2024,"£1,615",12 months,Furnished,Long term,Studio,1,"350 sq ft
33 sq m",Ask Agent,"This charming studio flat is a haven of comfort and convenience, located in a sought-after area with a private parking space included. Boasting a welcoming ambience, this residence is perfect for those seeking a cosy living space with easy access to local amenities.

Offered fully furnished, this studio flat is ready to move in and start enjoying from day one. The tasteful decor and contemporary furnishings create a stylish and inviting living environment.

Conveniently situated in a desirable location, this property is within easy reach of shops, restaurants, and transport links, making it a prime choice for those seeking a hassle-free lifestyle in a thriving neighbourhood. Book your viewing today and experience the comfort and convenience that this studio flat has to offer.
EPC Rating: C"
https://www.rightmove.co.uk/properties/144814877#/?channel=RES_LET,"Dunkery Road, London, SE9","£2,400 pcm",£554 pw,Ask agent,Ask agent,12 months,Unfurnished,Long term,Terraced,3,1,"743 sq ft
69 sq m","Discover your dream home nestled in the heart of Mottingham, boasting an enviable position just moments away from the lush expanses of Mottingham Sports Ground and within easy reach of local transport links. This exquisite 3-bedroom end of terrace house is the epitome of comfort and style, making it a perfect sanctuary for both families and sharers alike.

Recently refurbished to the highest standards, this property offers a harmonious blend of modern elegance and timeless charm. As you step inside, you are greeted by the warm ambiance of the wooden flooring that seamlessly flows throughout the home, creating a cohesive and inviting atmosphere. The spacious living areas are bathed in natural light, enhancing the sense of space and openness.

At the heart of this stunning home is the brand-new kitchen, a culinary enthusiast's dream. It features sleek new worktops, providing ample space for meal preparation.

The property's exterior is just as impressive, boasting a well-maintained garden that offers a private oasis for relaxation and outdoor entertainment.

With two generously sized bedrooms and a single bedroom, each member of the household will have their own personal retreat. The rooms are versatile and can easily be adapted to suit a variety of needs, whether it's a home office, a nursery, or a cozy guest room.

Council Tax: Band B ( Bromley Borough)
EPC: D"
https://www.rightmove.co.uk/properties/145405844#/?channel=RES_LET,"Queens Gardens, Bayswater, W2","£2,400 pcm",£554 pw,15/03/2024,"£2,769",Ask agent,Furnished,Long term,Apartment,1,1,Ask agent,"Property Description

A one bedroom apartment located for Kensington Gardens/Hyde Park and Lancaster Gate/Paddington Underground Stations. The property also enjoys access to beautiful communal gardens."
https://www.rightmove.co.uk/properties/145405811#/?channel=RES_LET,"Frankswood Avenue, Yiewsley","£1,200 pcm",£277 pw,03/05/2024,"£1,384",Ask agent,Unfurnished,Long term,Flat,1,1,Ask agent,"*** NO DEPOSIT OPTION AVAILABLE FOR TENANTS. GREATER PROTECTION PROVIDED TO LANDLORDS (ask for details)*** Located in a sought-after area with excellent public transport links and close proximity to Hillingdon Hospital, this unfurnished top-floor one-bedroom flat is available to let. The property boasts a spacious double bedroom, ideal for a single professional or couple. The flat includes a modern bathroom, a well-equipped kitchen, and a comfortable reception room, providing ample living space.

The top-floor position of the flat ensures a quiet living environment with minimal disturbances. Whether you are a working professional needing easy access to public transport or a healthcare worker seeking proximity to Hillingdon Hospital, this property offers a comfortable and convenient living solution.

Don't miss the opportunity to make this charming one-bedroom flat your new home. Contact us today to arrange a viewing and secure your ideal living space in this desirable location.

EPC Rating: C. Council Tax Band: C. Rent excludes the tenancy deposit and any other permitted payments. 5 Week security deposit payable is £1384.62 (based on the advertised rent) or our No Deposit Option is also available. A Holding Deposit of £276.92 (based on the advertised rent), is required to reserve this property. Min Term 6 months. Please contact us for further details."
https://www.rightmove.co.uk/properties/145174184#/?channel=RES_LET,"Bournevale Road, London, SW16 2BA","£1,300 pcm",£300 pw,15/03/2024,"£1,500",12 months,Ask agent,Furnished,Studio,1,Ask agent,Ask Agent,"We are pleased to offer this fully refurbished studio flat to let. Located on a quiet street between Streatham Common and Streatham Hill, moments away from the transport links and many cafes that the High Road has on offer. Furthermore, the large open parkland at Streatham Common can also be found, just a short walk from the flat.

The flat has been fully refurbished and is presented in excellent condition. It is arranged as an open plan studio room, with very well equipped kitchen, and a fully tiled shower room with extra large shower.

The kitchen is fitted with washing machine / tumble dryer, electric oven, electric hob, extractor hood, fridge freezer, kettle/toaster, as well as plenty of storage drawers and cupboards. i

The shower room is fitted with an extra large shower enclosure, with power shower, heated towel rail, large vanity unit with storage below and large mirror above, and toilet.

Further benefits include plenty of light through the windows, which overlook the rear garden of the property.

The studio room would be ideal for a single working professional / student, looking for a nice quiet flat, whilst still being within easy reach of the vibrant amenities and transport links on offer locally.

Available: 15th March 2024
Rent: £1,300pcm"
https://www.rightmove.co.uk/properties/145405796#/?channel=RES_LET,"56 Bloemfontein Road, London","£2,492 pcm",£575 pw,30/04/2024,Ask agent,Ask agent,Furnished,Long term,Apartment,2,Ask agent,Ask Agent,"SUMMARY
Situated in this newly built development is this extremely spacious two double bedroom apartment measuring over 860sqft. The apartment offers two double bedrooms (one with an en-suite shower room) and a spacious reception. Secure parking included, available end of April

There's an impressive through open-plan kitchen reception room of approx 30ft which leads out on to a private west facing balcony that has stunning views.The property also includes an allocated parking space in a secure underground car park. Quick access to A40. Property is offered furnished and is available end of October.

Cranston court is a luxury modern development on Bloemfontein Road and is ideally located within a short walk from a wealth of shops, bars and restaurants in central Shepherds Bush or the Westfield shopping centre. Transport wise the location is extremely well served by the Central Line tube (White City), Hammersmith and City Line (Shepherds Bush Market) and a number of excellent bus routes from the Uxbridge Road or Wood Lane in to Central London. For recreational use you have wonderful views over the lovely open spaces of Wormholt Park, which is situated to the rear of the apartment. For the motorist, The A40 is only a moment from the property enabling easy reach out to the West of London and in to Central London.

Please call today to arrange an appointment.



Situated in this newly built development is this extremely spacious two double bedroom apartment measuring over 860sqft. The apartment offers two double bedrooms (one with an en-suite shower room) and a spacious reception. Secure parking included, available end of April

There's an impressive through open-plan kitchen reception room of approx 30ft which leads out on to a private west facing balcony that has stunning views.The property also includes an allocated parking space in a secure underground car park. Quick access to A40. Property is offered furnished and is available end of October.

Cranston court is a luxury modern development on Bloemfontein Road and is ideally located within a short walk from a wealth of shops, bars and restaurants in central Shepherds Bush or the Westfield shopping centre. Transport wise the location is extremely well served by the Central Line tube (White City), Hammersmith and City Line (Shepherds Bush Market) and a number of excellent bus routes from the Uxbridge Road or Wood Lane in to Central London. For recreational use you have wonderful views over the lovely open spaces of Wormholt Park, which is situated to the rear of the apartment. For the motorist, The A40 is only a moment from the property enabling easy reach out to the West of London and in to Central London.

Please call today to arrange an appointment.



While every reasonable effort is made to ensure the accuracy of descriptions and content, we should make you aware of the following guidance or limitations.

(1) MONEY LAUNDERING REGULATIONS – prospective tenants will be asked to produce identification documentation during the referencing process and we would ask for your co-operation in order that there will be no delay in agreeing a tenancy.
(2) These particulars do not constitute part or all of an offer or contract.
(3) The text, photographs and plans are for guidance only and are not necessarily comprehensive.
(4) Measurements: These approximate room sizes are only intended as general guidance. You must verify the dimensions carefully to satisfy yourself of their accuracy.
(5) You should make your own enquiries regarding the property, particularly in respect of furnishings to be included/excluded and what parking facilities are available.
(6) Before you enter into any tenancy for one of the advertised properties, the condition and contents of the property will normally be set out in a tenancy agreement and inventory. Please make sure you carefully read and agree with the tenancy agreement and any inventory provided before signing these documents."
https://www.rightmove.co.uk/properties/145405784#/?channel=RES_LET,"Oakfield Road, Croydon","£1,300 pcm",£300 pw,20/04/2024,"£1,500",Ask agent,Unfurnished,Long term,Apartment,1,1,Ask agent,"Oaks Estate Agents are delighted to present to the market, an exceptional one-bedroom apartment, situated on a popular residential road moments away from West Croydon station.

Oakfield Road benefits from 451 sq. ft. of living space and briefly comprises; one-bedroom, open plan living/kitchen/dining room, contemporary bathroom suite and a Julliette balcony.

Oakfield Road is ideal for anybody requiring access into The City due its proximity to West Croydon station and several local trams stops. West Croydon station offers London Overground services on the East London Line. Both stations are at the centre of the London Tramlink line, with lines to Wimbledon, Beckenham & Addington.

Oakfield Road is also perfectly positioned to enjoy all that Croydon has to offer. The town centre is nearby and is home to House of Fraser, Marks and Spencer and many other popular retail outfits. Boxpark is situated close by and is packed with effervescent local residents and commuters devouring tasty and refreshing food and drinks served by both independently owned boutiques and popular large franchises.

We thoroughly recommend contacting us at the earliest opportunity to avoid disappointment."
https://www.rightmove.co.uk/properties/145405727#/?channel=RES_LET,"Coleherne Road, London","£3,012 pcm",£695 pw,25/04/2024,Ask agent,Ask agent,Furnished,Long term,Flat,2,Ask agent,Ask Agent,"SUMMARY
Welcome to this charming two-bedroom property on Coleherne Road, SW5. This residence offers a perfect blend of classic Victorian elegance and modern comfort, creating an inviting living space.

Featuring two good-sized double bedrooms, this property ensures ample room for relaxation and privacy. The open plan kitchen and living room layout fosters a seamless flow of space, allowing for comfortable living and easy interaction.

The original Victorian features, including bay windows and high ceilings, add character and a touch of history to the modern atmosphere. These unique details contribute to the charm of the property, creating a warm and inviting ambiance.

Situated on Coleherne Road, you'll have easy access to a variety of amenities, shops, and attractions. This property perfectly combines the convenience of modern living with the timeless appeal of Victorian architecture.

Don't miss the opportunity to make this two-bedroom property on Coleherne Road your own. Experience the charm, comfort, and elegance it offers by arranging a viewing today.



Welcome to this charming two-bedroom property on Coleherne Road, SW5. This residence offers a perfect blend of classic Victorian elegance and modern comfort, creating an inviting living space.

Featuring two good-sized double bedrooms, this property ensures ample room for relaxation and privacy. The open plan kitchen and living room layout fosters a seamless flow of space, allowing for comfortable living and easy interaction.

The original Victorian features, including bay windows and high ceilings, add character and a touch of history to the modern atmosphere. These unique details contribute to the charm of the property, creating a warm and inviting ambiance.

Situated on Coleherne Road, you'll have easy access to a variety of amenities, shops, and attractions. This property perfectly combines the convenience of modern living with the timeless appeal of Victorian architecture.

Don't miss the opportunity to make this two-bedroom property on Coleherne Road your own. Experience the charm, comfort, and elegance it offers by arranging a viewing today.



While every reasonable effort is made to ensure the accuracy of descriptions and content, we should make you aware of the following guidance or limitations.

(1) MONEY LAUNDERING REGULATIONS – prospective tenants will be asked to produce identification documentation during the referencing process and we would ask for your co-operation in order that there will be no delay in agreeing a tenancy.
(2) These particulars do not constitute part or all of an offer or contract.
(3) The text, photographs and plans are for guidance only and are not necessarily comprehensive.
(4) Measurements: These approximate room sizes are only intended as general guidance. You must verify the dimensions carefully to satisfy yourself of their accuracy.
(5) You should make your own enquiries regarding the property, particularly in respect of furnishings to be included/excluded and what parking facilities are available.
(6) Before you enter into any tenancy for one of the advertised properties, the condition and contents of the property will normally be set out in a tenancy agreement and inventory. Please make sure you carefully read and agree with the tenancy agreement and any inventory provided before signing these documents."
https://www.rightmove.co.uk/properties/145405718#/?channel=RES_LET,"Raleigh Road, Feltham, TW13","£2,150 pcm",£496 pw,04/04/2024,"£2,480",Ask agent,Part furnished,Long term,Semi-Detached,3,1,Ask agent,"Welcome to your cozy oasis in Feltham! This delightful 3-bedroom, 1-bathroom property offers inviting living spaces flooded with natural light, creating an airy ambiance perfect for relaxation. The modern kitchen with ample counter space beckons aspiring chefs, while the tranquil bedrooms provide peaceful sanctuaries for restorative sleep. Outside, a private garden awaits, offering a serene escape, and the convenient location ensures easy access to local amenities, schools, and transportation options. Dont miss your chance to make this charming property your new home sweet home in Feltham! Schedule a viewing today and let the enchantment begin!"
https://www.rightmove.co.uk/properties/145405661#/?channel=RES_LET,"Samuel Building, 9 Frobisher Yard, London City Airport,Gallions Reach, E16","£1,192 pcm",£275 pw,Now,"£1,375",6 months,Furnished,Long term,House Share,"196 sq ft
18 sq m",Ask Agent,Ask Agent,"This is a modern double room, is well-presented and is totally furnished.

* This large double room can be used for couple.

* Fully fitted Kitchen, common bathroom.

* Comfortable (easy to clean) wooden laminate flooring.

* Free Internet.

* Relocation service."
https://www.rightmove.co.uk/properties/145405652#/?channel=RES_LET,"Stratheden Parade, Blackheath, SE3","£1,500 pcm",£346 pw,Now,Ask agent,12 months,Unfurnished,Long term,Apartment,2,1,Ask agent,"A good size recently decorated two bedroom flat located in a popular residential area in Blackheath, a short walk away from Westcombe Park BR station, local shops and the open Heath.
Accommodation consists of a good size lounge, semi fitted kitchen, double bedroom, good size single bedroom and bathroom.
Benefits to note include full gas central heating, double glazed, fitted carpets, laminate flooring to hall, vinyl to bathroom and kitchen
Offered unfurnished and available now.
Suitable for couple or max 2 sharers."
https://www.rightmove.co.uk/properties/144718667#/?channel=RES_LET,Brandram Road London SE13,"£2,100 pcm",£485 pw,15/04/2024,"£2,423",Ask agent,Unfurnished,Long term,Detached,3,2,Ask agent,"This detached three bedroom house is in the popular residential area of Brandram Road located opposite St Margaret`s Church just a short walk to both Blackheath Village and Lewisham shops and DLR.

The accommodation is both neutral and spacious throughout and comprises open plan reception/dining room, kitchen with integrated appliances, separate utility area, family bathroom, two double bedrooms one with an ensuite shower room and a large single bedrooms.

To the rear of the property is a large established garden and to the front single garage plus driveway parking for two cars.

This property is unfurnished. Energy Efficiency Rating E."
https://www.rightmove.co.uk/properties/145405631#/?channel=RES_LET,"4 Riverlight Quay, Nine Elms, London, SW11","£2,817 pcm",£650 pw,08/05/2024,"£3,250",Ask agent,Furnished,Long term,Flat,1,1,"499 sq ft
46 sq m","A spacious double bedroom apartment of 499sq.ft (46.32sq.m.) available on the 1st floor of Riverlight Quay, a popular residential development on the banks of the River Thames. The property has an open plan reception room with a smart integrated kitchen, floor to ceiling windows, a luxury bathroom suite and a balcony. Riverlight Quay offers residents the exclusive use of a health spa with a well-equipped “river view” gymnasium as well as a swimming pool, Jacuzzi, sauna, steam room and treatment room as well as a library and lounge. Riverlight Quay is conveniently located in the heart of Nine Elms with a large selection of new bars, restaurants, and cafes all on your doorstep. Both Nine Elms and Battersea Power Station tube stations are a short walk away providing access to the Northern Line allowing quick access into Central London.

Please note furniture may differ to that shown in the current photos.

•Electricity Supply – Mains | Water Supply – Mains | Sewerage – Mains | Heating – Comfort Cooling
•Broadband & Mobile Signal : Check Coverage via Ofcom
•Parking: No Parking
•Lift Access
•Building Safety: EWS1 Available on request
•Council Tax Band E (London Borough of Wandsworth)
•12 Month Minimum Term
•5 Week Security Deposit
•Holding deposit equivalent to 1 week of rent
•Rent to be payable monthly in advance
•EPC Rating B (86)

- 5.3m x 3.47 (17'4"" x 11'4"") -

- 2.67m x 1.8m (8'9"" x 5'10"") -

-

- 4mx 3.55m (13'1""x 11'7"") -

- 5.28m x 1.49m (17'3"" x 4'10"") -"
https://www.rightmove.co.uk/properties/145405355#/?channel=RES_LET,"Thames Road, London, E16","£1,800 pcm",£415 pw,11/03/2024,"£2,076",12 months,Furnished,Long term,Flat,1,1,"538 sq ft
50 sq m","A FANTASTIC ONE BEDROOM PROPERTY AVAILABLE TO LET.

We are excited to present to the market a modern 1 Bedroom apartment within a contemporary development located in the wonderfully diverse and newly regenerated area of Royal Docks, a stones throw from The River Thames.

The apartments are beautifully presented, comprising of a fully fitted kitchen with AEG integrated appliances including Zanussi dishwasher/ fridge freezer, AEG oven and ceramic hob and a free standing Zanussi washer/dryer in the hallway cupboard. The property comes with a private balcony, video intercom systems, concierge service, secure bike storage, communal private terrace on the 9th floor and communal courtyard garden within the development for your enjoyment. The properties have been built with energy efficiency at heart including under floor heating and double glazing.

This apartment has a light and airy living space, a well proportioned bedroom, and a stylish tiled bathroom. This property also has a spacious balcony for your private enjoyment.

Pontoon Reach West offers green space and a play area for young families. Residents have access to a 9th floor landscaped roof terrace, with areas for eating, seating and socialising, enjoying far reaching views across London, over the River Thames and iconic Thames Barrier. There is also a substantial ground floor landscaped courtyard to be enjoyed exclusively by residents of Pontoon Reach. In addition to this, the apartments are adjacent to Thames Barrier Park, which is within a 5 minute walk of the 7 acre green space. Local schools, (Royal Wharf Primary & Royal Docks Academy) are both within walking distance or a short drive/bus or train. You can also enjoy a range of Bars, Pubs, Cafes and Restaurants that the area Royal Docks has to offer locally which explore a diverse range of cuisines from Chinese to Italian and more.

Pontoon Reach West not only places you within close proximity to the City (19 Minutes) and Canary Wharf (12 minutes). The nearby DLR offers fantastic connections to Tube and National Lines taking you to Stratford, London Bridge and Westminster within 33 minutes and London City Airport (5 minutes).

Within the on site secure underground car park at Pontoon Reach we have parking spaces for rent for an additional monthly cost. Additionally, the apartments offer secure bike storage and through a partnership with the Car Club Zipcar we can provide 3 years free membership with an exclusive Pontoon Reach Vehicle and £60 driving credit - please contact us for more details!

Upon reservation we can offer either a Zero deposit option with Reposit (equivalent to one weeks rent) or 5 week cash deposit held by TDS. (Tenancy Deposit Scheme).

The apartments are pre-wired for Superfast Broadband from a range of suppliers, this includes Hyperopic which can be activated the day of move in with 3 months free provision. *Please contact us for further Ts & Cs*

Alongside the onsite concierge and estate management services, Pinnacle Group provide 24/7 professional property management, with an easily accessible and dedicated property manager. 24/7 phone support means you can always reach us when you need to and fast response times means your not left waiting if any issue arises.

Wait no further, contact us now for more information, and to book a viewing. An opportunity to not be missed!

* Please note due to licensing restrictions we can only consider a single occupant, one family household, 2 unrelated occupants, or a maximum of 2 sharers within a three bedroom apartment*

*Please note that residents whom reside in Pontoon Reach West shall not apply or obtain or purchase from the Council a residents' parking permit for a residents' parking bay within a controlled parking zone within the London Borough of Newham or to buy a contract to park a motor vehicle in any car park owned controlled or licensed by the Council unless the resident is or becomes entitled to be a holder of a disabled person's badge issued pursuant to the section 21 of the Chronically Sick and Disabled Persons Act 1970*"
https://www.rightmove.co.uk/properties/145120919#/?channel=RES_LET,"Scotia Building, 5 Jardine Road, London, E1W","£2,200 pcm",£508 pw,30/03/2024,"£2,538",Ask agent,Furnished,Long term,Flat,2,1,Ask agent,"Stunning two-bedroom apartment situated in Scotia Building, boasts an eye-catching spacious open plan living area which leads out to a balcony looking out to the Thames. The kitchen has fully integrated units including washing machine and dishwasher. Modern and bright throughout the property has a warm and cosy feel. Two bedrooms with built-in wardrobes in one. Modern bathroom and fully furnished throughout. Secure gated parking included bike storage available, and on-site concierge.

Council Tax Band E"
